seed,arch,target_mode,loss_type,out_act,best_val_loss,val_rmse_level,test_rmse_level,selected_best_model,selected_best_tcn
5,tcn,level,mse,none,0.02809468974959629,1.3609298467636108,2.0730018615722656,False,False
5,cnn,level,mse,none,0.027536647251019113,1.3473459482192993,2.2448134422302246,False,False
5,tcn,level,huber,none,0.012357132790970865,1.3667346239089966,2.1918649673461914,False,False
5,cnn,level,huber,none,0.011590346377787603,1.3286559581756592,2.184605360031128,False,False
5,tcn,diff,mse,none,0.43447557558115346,1.3133270110634685,2.215744131485984,False,True
5,cnn,diff,mse,none,0.4488085100442092,1.3348138935406726,2.196041051353971,False,False
5,tcn,log,mse,none,0.03129502664510388,1.3265093564987183,2.2261106967926025,False,False
5,cnn,log,mse,none,0.030401946695160803,1.3004868030548096,2.262730598449707,True,False
